id,title,content,tags
768,How balance flying quadcopter?,Im using code create quadcopter robot. The hardware part done I need balance copter. This video current status: I tried play speed motor get balanced. It didnt go. I actually gyro accelerometer onboard. But shall I adjust motor speed based values? What rules I beware of? Is better solution try error? Where shall I begin? Any tips?,balance quadcopter
775,Getting started robotic arm design,"I would like design robotic arm hold weight X length Y (in case I want hold X=2.5 lbs Y = 4 inches). Starting simply, I would like try building arm gripper plus one servo joint. [Servo Joint] ----- Y ------ [Gripper] When designing arm, would I want say gripper enough torque hold desired weight (e.g. 2.5 lbs) minimal distance (however long fingers are) design servo joint bear weight gripper + load? I would like able hold object full extension",design servos arm
777,"Building controllable ""knob""","I trying build semi-analog timer. Something like old egg timers rotate face of. I want knob I turn read microcontroller, I also want microcontroller able position knob. I'd like implement ""stops"" letting microcontroller push knob towards certain positions. As runs down, knob turn. This first project kind; I've built small robots past, it's many years. I've considered hacking servo motor read position, small hobby servos I've tried hard turn, noisy, pick much momentum turned. They don't act like good knob. I'm considering rotary encoder connected motor, hunting several sites (SparkFun, ServoCity, DigiKey, Trossen, others), I haven't able find anything seemed appropriate. I'm certain find motor that's going right kind low torque. This seems like shouldn't really uncommon problem. Is fairly normal approach creating knob adjusted user microcontroller?",motor servos
780,What reasons autonomous robots daily activities?,"The fact I search less I find autonomous (real) robots use. The companion robots toys limited useless functionality. Whenever natural disaster don’t see operational search rescue robots news. Even military robots service remotely controlled machines. They intelligent machines. Industrial robotic arms deterministic machines. The robots levels autonomous functionality cleaning bots, warehouse operations bots farming robots. On hand, today: artificial intelligence algorithms good making decisions sensing technologies sophisticated communication technologies fast manufacture cheap parts people extremely gadget savvy So, real robot day day life? No investment domain? No market yet? Not enough knowledge domain? A missing technology? Any idea?",mobile-robot
783,Would ROS benefit multicore processor like Epiphany XMOS?,"I looking good embedded PC run ROS on. I recently came across couple little machines using new multi-core processors, Epiphany XMOS. Since one thing ROS really seems want cores, would ROS able take advantage cores? Or feeble little RAM use? Would make sense focus machines fewer, powerful cores?",ros
788,"Do ""nano bots"" (that fit inside human body) actually exist?","I wondering, real nano bots, like ones movies? I think bots move blood vessels, I right?",mobile-robot
790,"Do ""toy"" robots move technology forwards?","Over last month, I saw many robots don't real purpose, made ask myself: ""Does value?"" I saw dancing robot CES, advanced lego based robots also robots combined limited purpose. I saw ten year old children playing robots, competitions them. Someone told education logic spreading. In cases, arguments like, ""this informing people everything going forwards"". I know people buy robotic vacuum cleaners think they'll save time, robotic cleaners reliable I see marketing. Do things (children's education, dancing robots, instances selling pig poke) value terms robotics, really advancing field manufacturers say?",research
795,How Microhard 920 series modems made compatible Microhard 910 series?,"Microhard Systems currently sells several types 900MHz modems, mostly used robotics SCADA applications. One product lines, 910 series (MHX910, n910, Spectra 910), obsolete longer sold. However, older equipment built OEM versions 910 series soldered place. Microhard currently sells 920 series (MHX920, n920, Spectra 920) shares many specs 910 series, cannot establish radio link 910 series modem due differences encryption hopping pattern. Therefore, want make new equipment communicate equipment using 910 series, options are: De-solder old 910 modem replace footprint-compatible 920 modem, Reconfigure 920 series modem communicate 910 series modem. Option 1 undesirable, since I don't access firmware older equipment question. Does anyone know accomplish option 2?",radio-control
797,Plans use Vendor ID identify EtherCAT devices?,"I also asked question ROS Answers, it's getting much interest there. Currently EtherCAT package ROS uses slaves' Product IDs identify devices, load correct drivers. This works great devices manufactured single vendor, plans prevent Product ID collisions multiple vendors make ROS compatible EtherCAT devices? We manufacture EtherCAT devices, using large values Product ID, hoping don't collide anyone else's. Ideally, ROS would concatenate vendor product IDs single 64-bit value, use identify correct driver.",ros
801,Simple Neural Network hardcoded positions walk optimisation,"I'm building quadrupedal robot learn walk. From responses I got asking possible run NN micro controller I realised I needed think clever system wouldn't take 1000 years effective would still able demonstrate onboard learning. I've designed system I'm sure effective be. Firstly I hardcode 5-20 positions legs. I set (simple) neural network node different set positions legs, I write. The robot moves one node another weight joint determined far forward robot moves. Eventually strong connections best nodes/positions robot found pattern moves successful walking. How effective would learning walk? Note: instead positions I could write short gaits process would work sets work best combined.",microcontroller machine-learning walk
807,How I control fast (200Hz) realtime system slow (30Hz) system?,"We currently designing mobile robot + mounted arm multiple controlled degrees freedom sensors. I considering architecture two parts: A set realtime controllers (either Raspeberry Pis running RTOS Xenomai bare metal microcontrollers) control arm motors encoders. Let us call machines RTx, x=1,2,3… depending number microcontrollers. This control loop run 200Hz. A powerful vanilla linux machine running ROS compute SLAM, mocap, execute high-level logic (decide robot’s task compute motors' desired position speed). This control loop run 30Hz. I know framework needs scalable account motors, sensors, PCs (eg. external mocap). My main problem decide different RTx communicate PC1. I looked papers related robots architecture (e.g. HRP2), often describe high level control architecture I yet find information low level communicate high level scalable way. Did I miss something? In order connect fast RT machines ensuring motor control PC1, I considered TCP/IP, CAN UART: TCP/IP: deterministic easy put place. Is non determinism real issue (as used slow speed 30Hz anyways)? CAN: slow, reliable, targeted cars ( seen exemples using CAN robots looked exotic) UART: I one RT machine motor control I would considered UART I guess port scale well many RTx Is TCP/IP really go non-deterministic characteristics? It easy use… At moment solution really seems obvious me. And I find serious robot example using specific reliable scalable solution, I feel confident make choice. Does anyone clear view point literature point to? Are typical mainstream communication solutions used robots?",control design communication
810,Can ultrasonic button sensors run VEX analog port?,"I'm running digital ports, sensors fit definition 'analog'. Would possible run touch sensor, quadrature encoder, ultrasonic sensor analog port? I'm thinking not, I didn't run across anything said otherwise.",sensors
812,How find far motor taken vehicle?,"I small motorized vehicle gears wheels running track made gear racks. How robot know run half track? And what's best method keep running track end return start. The robot carrying water, exactly amount time, weigh same. Therefore might amount steps stepper-motor time. Here I ideas might work, though I beginner, don't know what's best solution. GPS tracking (overkill small scale?) Some kind distance measurer Have knob hit middle track, telling program delay given time Track amount steps motor performed (won't accurate?)",mobile-robot arduino sensors
815,Arduino Motor control,"I'm working rather low budget project, need way control four motors using one Arduino. I've looked motor shields little, I shield top already, It female input top though, motor shield may work. Any suggestions?",control arduino microcontroller motor power
819,Adding Rotary Encoders Electronic Wheel Chair,"We electric wheel chair, looking add rotary encoder wheel. We don't want hack motor itself, want add encoder without harming motor-to-wheel connection. We using arduino read signal. Does anyone experience adding rotary encoders already assembled wheel assemblies?",arduino microcontroller
826,Can I use digital animation software define movements humanoid robots?,"I'm working lifesize (~130cm) humanoid robot (Hubo+) looking way easily program new motions gestures him. Obviously, I could write tool, I looking solution leverage existing tools standards robot motion. My first thought trying use animation software like Blender Maya, writing script extract joint angles keyframes. However, robotics researchers probably proficient Maya. (I know I'm not!) Is already kind 3D posing tool robotics standard? The things I seen far comes close Pose Utility RoboPlus Choregraphe Nao, programs seem limited particular robots don't appear extendable Hubo. So questions are: Are standard file formats robot motion? Not 2D wheeled robot motion. Arm leg motion! Something equivalent .bvh file format used motion capture. Do know WYSIWYGish tool creating robot motion using keyframes inverse kinematics?",software motion
829,Which model best feedback control robotic manipulators: MIMO parallel SISO?,"I'm currently designing robotic arm 6-DOF, goal able give setpoints 3d position, velocity orientation ($x,y,z,\dot{x},\dot{y},\dot{z},\theta,\alpha,\gamma$). I feedback-control SISO systems far College, so, taking learning curve multivariable control consideration, I approach problem trying model system MIMO multiple SISOs? If possible please mention possible disadvantages advantages strategy.",control manipulator robotic-arm
832,"How I interpret data, received I2C controller NXT 2 brick?","I trying write code connect HiTechnic prototype board lego brick. Although I using MSRDS studio, isn't issue; reading writing serial port device connected works fine. Where I lacking I don't understand data sent received. It goes comes back form byte array. For example: [128] [15] [0] [2] [16] [2] [8] Is byte array converted hex? What response telling me? Obviously I total newbie this, I program I don't really understand electronics I trying make connection I read I2C controller works happening I send receive data serial port.",nxt i2c
835,CNCing injection mold,"I want injection-mold several thousand part fits 6"" x 6"" x 2"" bed. I would like able use tooling I make myself, I rapidly iterate tooling production problems discovered. I know typical injection-mold ""hard tooling"" created using electrical discharge machining, requires first CNCing carbon positive using electrode spark-burn negative mold hard steel. However, I equipment EDM. Instead, I would prefer directly CNC negative mold. I know soft enough steel CNCed last long injection mold, like I said, run size tiny, I ok making new mold every 500 units necessary. I open buying endmill diamond-tipped, work harder steel, limitation probably much torque CNC produce endmill. What recommendations links helpful resources? In particular, good CNC enough torque, blend steel I use? Thanks!",cnc
838,What microcontroller used QuadCopter flight control ESC?,"I working building quadcopter scratch. I noticed many solutions available online use arduino, I fan arduino. So questions are: microcontrollers used, crucial features microcontrollers etc. I would like build total scratch. I thinking PIC microcontrollers. Also used ESC, since I would build scratch too. Summing up: 4 ESCs Gyro,acceloremeter,gps transceiver 8 slaves one master microcontroller.",microcontroller quadcopter esc
839,Sonar obstacle avoidance: many sensors place them?,"For avoiding obstacles 2D robot navigation best position/angle place sonar sensors? How many be? I would like know theory examples problem placing. I realize depends way robot moves geometry, I searching general answers.",mobile-robot sensors navigation acoustic-rangefinder
840,"Is tool building analysing robots (kinematics, control) visually?","I reading research papers robotics many follow pattern: construction established kinematical formulas read mechanical structure state space analysed (e.g. far robot reach, maximum speed be, left underspecified handle mathematically incorrect systems on) Is tool software product receive (as input) mechanical structure output kinematical formulas? Preferably, would provide kind plots, analysis, suggestions optimal design parameters (e.g. length, angles sturcture, optimum parameters motors on). Does exist?",software design inverse-kinematics research kinematics
845,How Identify Objects Space,"Using depth sensing camera like Kinect, I would like retrieve position predetermined object (e.g. cup, fork etc I would ultimately able grab object). What would way achieve this?",computer-vision algorithm
848,"Why must I loop 127 times ""7-bit"" address example?","I learning I2C Arduino. I looking sample program scan I2C devices saw this: With following code. for(address = 0; address <= 127; address++ ) { // The i2c_scanner uses return value // Write.endTransmisstion see // device acknowledge address. Wire.beginTransmission(address); error = Wire.endTransmission(); (error == 0) { Serial.print(""I2C device found address 0x""); (address<16) Serial.print(""0""); Serial.print(address,HEX); Serial.println("" !""); } } As far I understand it, bit 1. So, 7 bits loop 0 - 127?",arduino i2c
851,Optimal Control simple pendulum,"I'm studying various optimal control methods (and implements Matlab), test case I choose (for now) simple pendulum (fixed ground), I want control upper position. I managed control using ""simple"" feedback method (swing-up based energy control + LQR stabilization upper position), state trajectory show figure (I forgot axis description: x theta, theta dot. Now I want try ""full"" optimal control method, starting iterative LQR method (which I found implemented ) The method requires one dynamic function one cost function ( motor torque (one motor only)): function [xdot, xdot_x, xdot_u] = ilqr_fnDyn(x, u) xdot = [x(2); -g/l * sin(x(1)) - d/(m*l^2)* x(2) + 1/(m*l^2) * u]; nargout > 1 xdot_x = [ 0, 1; -g/l*cos(x(1)), -d/(m*l^2)]; xdot_u = [0; 1/(m*l^2)]; end end function [l, l_x, l_xx, l_u, l_uu, l_ux] = ilqr_fnCost(x, u, t) %trying J = x_f' Qf x_f + int(dt*[ u^2 ]) Qf = 10000000 * eye(2); R = 1; wt = 1; x_diff = [wrapToPi(x(1) - reference(1)); x(2)-reference(2)]; isnan(t) l = x_diff'* Qf * x_diff; else l = u'*R*u; end nargout > 1 l_x = zeros(2,1); l_xx = zeros(2,2); l_u = 2*R*u; l_uu = 2 * R; l_ux = zeros(1,2); isnan(t) l_x = Qf * x_diff; l_xx = Qf; end end end Some info pendulum: origin system pendulum fixed ground. The angle theta zero stable position (and pi unstable/goal position). bob mass, l rod length, damping factor (for simplicity I put m=1, l=1, d=0.3) My cost simple: penalize control + final error. This I call ilqr function tspan = [0 10]; dt = 0.01; steps = floor(tspan(2)/dt); x0 = [pi/4; 0]; umin = -3; umax = 3; [x_, u_, L, J_opt ] = ilqg_det(@ilqr_fnDyn, @ilqr_fnCost, dt, steps, x0, 0, umin, umax); This output Time From 0 10. Initial conditions: (0.785398,0.000000). Goal: (-3.141593,0.000000) Length: 1.000000, mass: 1.000000, damping :0.300000 Using Iterative LQR control Iterations = 5; Cost = 88230673.8003 nominal trajectory (that optimal trajectory control finds) The control ""off""... doesn't even try reach goal... What I wrong? (the algorithm Todorov seems work.. least examples)",control
854,Sensors differential drive,"I following chassis along Arduino motor shield. I'm process developing tracking mechanism use differential drive. Normally, photo reflector placed adjacent wheel reflect spoke passes therefore allowing code written accurately measure wheels position. The problem I cannot see wheels inside chassis, small holes driveshaft. Placing sensors outside would look ridiculous wall crash would cause havoc. Would I able use photo reflector gears (as shown) I accurately placed count spoke gear itself? I'm bit hesitant though even small bump could misalign sensor - causing havoc. So one idea track wheel movements?",arduino two-wheeled
857,Can seed Kalman filter particle filter?,"Is way initializing Kalman filter using population particles belong ""cluster""? How determine good estimate mean value (compute weighted average ?) covariance matrix ? Each particle represented $[ x , , θ , weight]$.",localization kalman-filter particle-filter
863,How I simulate assembly line?,"I need simulate stream vehicles, assembly line. Automatons performing operations vehicles come within reach. The automatons keep track individual vehicles, simply collect data. We need choose method matching data gathered automaton vehicle belongs to. For example, could guess identity vehicle using timing arriving operation range (sensors) automaton. I check possible problems face, I would like little (hopefully simple) video/simulation tool I could play with. vehicles could symbolized moving black squares automatons/sensors could static points circles. possible change time interval two vehicles, speed, add random delays. What kind software I search for, I look? Should I consider developing scratch?",simulator
865,"How tell stepper motor's position, detect slippage","I creating CNC machine budget, using old motors printers/scanners/etc. I limited 650mA whole system, fear cutting bit touches material, stepper might moving quickly won't enough torque. This would mean become one rotation behind, could really mess CNC project. Detecting motor ""misses"" step would allow readjust motor speed reaches balance working quickly adequate torque. How I achieve this?",arduino stepper-motor current cnc
869,Building Robotic arm joint,"I new robotic design I need determine parts I need assemble arm joint. The joint contain one timing belt pulley remote motor turning, forearm pulley rotating upper-arm piece actually two parallel arms grip pulley top bottom order brace pulley axis torque timing belt. I kind lost mount together. I would like mount forearm directly pulley two parallel arms (comprising upper-arm) sandwich top pulley lower part forearm. This would attached using turn table. Any ideas shaft would mount these? Or attach pulley arms themselves? Any kind direction links would greatly appreciated, I don't even know names parts I would looking for. In ASCII art model dashed lines (-) arms. The arm left forearm two arms right two parallel parts upper arm. The stars belt bars (||) pulleys elbow |E| shoulder |S|. I thinking mounting pulley left arm directly (a bushing?) maybe using turntables mount pulley top arm another turn table mount left arm bottom arm. Here picture design help visualize:",design arm joint
872,Do I really need gyro airplane flight stabilization system?,"I'm working basic airplane flight stabilization system, precursor full autopilot system. I'm using salvaged Wii Motion Plus Nunchuk create 6DOF IMU. The first goal keep wings level, mix users commands. Am I correct saying would require gyro, 3 (2?) axis accelerometer, detect pitch roll, adjust ailerons elevator compensate? Secondly, extend design goal ""keeping wings level"" ""flying straight line"" (obviously two different things, given wind turbulence), gyro become necessary, insofar accomplished without GPS guidance? I've tried integrating gyro values get roll, pitch & yaw that, however (as evidenced question), I'm level knowledge topic I'd prefer simpler mathematics code. Thanks help!",uav accelerometer imu gyroscope
873,3D Mapping quadcopter KINECT,"I quadcopter robot KINECT want 3D mapping it. Is KINECT reliable moving robot (i.e., give stable images maps movement)? Is SDK producing 3D maps KINECT data? Will SLAM algorithms work? Is arduino board copter (ATmega 2560) powerful enough handle this?",arduino slam kinect quadcopter
876,Remote car controlling,"Before I start asking help let know I newbie electronic field. All I want know principle wheel rotation (left-right) remote car gadget. I talking changing spin rotation DC motor (up,down buttons remote), I asking left right movement wheel. I know spin change depends polarity DC motor, changing polarity changes spin, principle changing left right positions front wheels.",control wheel
878,Accurate 3D Printing W/Sketchup,"I 3D printers school, unfortunately super high quality. I want try 3D printing model I made google sketchup, I would like fairly accurate. What measures I take prevent error model? I understand I need export file STL; anything I model hand ensure accuracy? What I calibrate 3D printer best results?",3d-printing
882,Force measurement grab bars,I recently start project measure force bathroom grab bar. The force/load applied person need grab bar assistant. What I want measure load wall real-time monitoring load analysis improve design. I quite sure kind sensor would suitable measurement. I looking different load cells cannot get idea mount commercial load cells measurement. What I trying right using strain gauge measure strain near end bar(wall side) roughly calculate load. I think (might wrong) may exists kind force/load sensors clamp bar measurement. Any sensor types/models suggestion welcome. I also posted question EE forum,sensors force
883,Measuring speed movement Webots,"I experimenting different fitness functions Webots robot simulation (in short: I'm using genetic algorithm evolve interesting behaviour). The idea I reward/punish Aibo based speed movement. The movement performed setting new joint position, currently results jerky random movements. I looking nodes available Webots, apart GPS node (which available Aibo) I couldn't find anything relevant. What I want achieve measure distance previous location current location movement. How I this?",mobile-robot reinforcement-learning simulator
884,Using Sick laser Matlab Windows,Is Matlab toolbox available use Sick lasers Windows? I found one toolbox Matlab GNU/Linux. Is another way use Sick laser via Matlab Windows?,mobile-robot localization
885,Would possible connect HiTechnic prototype board Arduino?,"Does anyone know possible? It's i2c device right? I mean would cut cable make could plug pins Arduino able use wire library say something like. NXT hardware developers kit tells pins Thanks EDIT. Turns possible. The main problem HiTechnic says address 0x10 actually 0x08 short sketch reads prints device, i.e. manufacturer version. #include <Wire.h> #define ADDRESS 0x08 void setup() { Wire.begin(); Serial.begin(9600); } void loop() { readCharData(0, 7); Serial.println(); readCharData(8, 8); Serial.println(); readCharData(16, 8); Serial.println(); Serial.println(""-----------------------------""); delay(1000); } void readCharData(int startAddress, int bytesToRead) { Wire.beginTransmission(ADDRESS); Wire.write(startAddress); Wire.endTransmission(); Wire.requestFrom(ADDRESS, bytesToRead); while(Wire.available()) { char c = Wire.read(); Serial.print(c); } }",arduino
891,Arduino Nano + Raspberry Pi = UAV Ground Station?,"I'm programmer trade, amateur aerospace nut, degree-level training fields. I'm working UAV project, good people DIY Drones helpful, question little less drone-related little general robotics/electronics. Essentially, I'm looking options ground stations, current rough plan something like this: I PC joystick broken sensor base, I plan dismantle, separate handle base, insert Arduino Nano (mostly hollow) handle hook buttons hat thumbstick. Then, hole used accept stem base, I fit bracket runs horizontally hold smallish touchscreen (think Razer's Project Fiona tablet one stick), behind mounted Raspberry Pi. The Nano talks RPi USB HID input. The RPi running custom software display telemetry data sent UAV. My main question whether Nano would enough power run XBee provides telemetry link without causing lag control inputs. It's worth mentioning UAV fly-by-wire moderation, slight stutters won't result wobbly flying, serious interruptions still problematic - annoying. It's also worth mentioning used simplified ""guiding hand"" control; ALWAYS regular remote control available (not least EU flight regulations) I don't want use that. If Nano won't do, options? My first thought get second Nano get drive XBee (the RPi two USB ports all) may well better way.",arduino control uav raspberry-pi radio-control
892,Is possible achieve arbitrary precision camera calibration?,Is possible achieve arbitrary precision calibration extrinsic parameters camera minimum error wich compensated (probably dictated camera's resolution)?,computer-vision calibration
896,How select cameras stereo vision system?,I process building stereo vision system used UGV. The system robot used competition wherein robot teleoperated find relatively small colored rocks large outdoor field. I understand calibrate system process data stereo vision system. I however know select cameras system. What best practices picking cameras stereo vision system?,computer-vision stereo-vision cameras
897,High voltage motor control arduino,"I'm trying control higher voltage motor arduino source pin, arduino. I trying hook transistor. The battery pack supposed 4.8V, it's 6V, 4 D batteries. Here setup: Here arduino code I'm trying run it: Code gives errors, motor movement happens. What would make work? Thanks.",arduino motor
900,"How I select best configuration known workspace, load task?","Given workspace constraints, load task done, I select best configuration robot? How I select cartesian Scara robot instance? How I select manipulator? How I determine many axes I need? Most I seen based experience, rules thumb readily available standard devices, I would like formal answer quantify choice. Is technique (genetic algorithm?) describes task, load, workspace, budget, speed etc. rates selects optimal robot configuration maybe even multiple configurations? How I mathematically ensure I ultimately chose optimal solution? The thing I found online thesis 1999 titled Automated Synthesis Optimization Robot Configurations: An Evolutionary Approach (pdf, CMU-RI-TR-99-43). It synthesis optimization tool called Darwin2K presented thesis written Chris Leger CMU. I surprised one updated created tool similar it. To provide context question, developing robot assist elderly domestic tasks. In instance, robot identifies picks food items previously stored known location. The hand opens package place oven. The pick place locations fixed nearby robot stationary.",design algorithm industrial-robot theory manipulator
907,Calibrate 2d scanner mounted rotary axis,"A 2d laser scanner mounted rotary axis. I wish determine transformation matrix center axis center scanner, using input scanner angle rotation. The 2d scanner assumed calibrated, accurately measure position object inside plane laser, regards scanner origin. The rotary axis calibrated well, accurately measure angle movement. The scanner aligned mounted close center rotation, exact offset unknown, may drift time. Assume impractical measure position orientation scanner directly. I looking way determine exact values 6 degrees offset scanner may relation axis, determined solely 2d information scanner rotation angle axis. I mainly interested 4 offsets depicted here, since two matter regard generating consistent 3d point cloud input data. By scanning known calibration object, possible determine offsets. What mathematical formulas this? What sort calibration information required minimum? Is example possible determine parameters simply scanning flat surface, knowing nothing surface except flat? (The transformation matrix rotation axis world unknown well, one trivial determine transformation axis camera known.) Example On left camera placed exactly rotational axis. The camera scans planar object reference points A B C. Based laser distance measurements angle axis, planar object reconstructed. On right, camera unknown offset axis. It scans object. If point cloud constructed without knowing offset, planar surface maps curved surface. Can I calculate offset based surface curvature? If I know real-world distances angles A, B C, I calculate camera offsets that? What would minimum number reference points I need 4 offsets?",calibration
908,How Makeblock threaded slot work?,"I've looking Makeblock robotics kit found information web comes end-users, one main advertised features clear me: The slot threads shown straight, screw thread mate angled. Is little contact screw thread rail thread vs. regular screw hole threads? Or would screw want rest angled somewhat- head would flush rim rail? Or would screw deform aluminum rail over-torqued? This close picture slot screws:",mechanism kit
909,GPS tracking device,I'm looking GPS tracking device without screen apps. I need look current position bus send server TCP/IP protocol. This process must constant I real-time tracking. The bus already wireless access point. What device useful? Do I need another piece hardware send coordinates server? I experience but... something like arduino connected gps send data?,gps
913,Are power torque required related way?,"I designing new platform outdoor robotics I need calculate power and/or torque needed move platform. I calculated I need 720 W total power move (360W per motor), I don't know calculate torque I need. Is really required power ignoring torque way calculate easily? Already known parameters platform are: Weight whole platform: 75 kg. Number wheels: 4. Number powered wheels: 4. Diameter wheels: 30 cm. Number motors: 2. Wanted speed: 180 RPM (3 m/s). Wanted acceleration: > 0.2 m/s^2",mobile-robot design motor
918,Storing Kinect Data USB Drive,"Does anybody know Kinect Data stored directly onto USB Drive?? I Kinect Windows cannot use Linux(ROS). However plan mount Kinect robot, store captured frames USB un mount USB ,transfer Linux process ROS. Is possible?? Any suggestions.",kinect ros
921,How I send video Arduino camera module video Android screen?,"I'm trying connect camera module Arduino Mega, connect Mega Android phone (throught BlueTooth other), send live view camera mobile phone. I saw video online showed still images -- image captured camera module Arduino sent Android output image viewed couple seconds (the time send image BT). Is doable live video instead image? If yes, please guide me; no, please suggest workarounds.",arduino cameras
922,How I design target speed?,"I need make omni wheeled robot platform (4 wheels), go minimum speed 15 cm/s. I idea design, since first time something like I made lot assumptions. I decided choose TGY-S4505B servos motor system. I intend attach servos FXA308B wheels. Finally, I intend power servos one Turnigy LSD 6.0V 2300mAh Ni-MH Flat Receiver Packs (not sure LiPo better choice). I need able run servos continuously roughly 8 minutes. You ignore microcontroller stuff, relatively speaking consume much less power. The robot four wheels (thus, four servos). The basic specifications servo is: Type: Analog Gear train: Plastic Bearings: Dual Motor Type: Carbon Brushed Weight: 40g (1.41oz) Lead: 30cm Torque: 3.9kg.cm @ 4.8v / 4.8kg.cm @ 6v Speed: 0.13sec 60°@ 4.8v / 0.10 60° @ 6v So based battery pack, I running servos 6V. That gives speed 60 degrees per 0.10 seconds. I plan modifying servos continuous rotation, connected directly wheel. Since wheel diameter ~5 cm, circumference ~15 cm. Based specs, seems robot move roughly 15 cm/0.6 seconds, 25 cm/s (quite fast actually). I don't intend run constantly speed, 8 minute run, assume average speed 20 cm/s. Are assumptions reasonable, calculations correct? I would really appreciate insight, advice, recommendations, criticisms may have.",mobile-robot wheel rcservo
924,TI ARM stacked RAM,"Do TI ARM SOCs, e.g. OMAP Da Vinci, version stacked RAM? (e.g. DDR2 mDDR) For miniature robots like micro drones, would really nice need spend board area external RAM chip. Thanks!",arm
939,Will connecting two servo motors double torque?,"For robot, I using two continuous rotation servos spin threaded rod. I trying make project cheap possible. Here servos I find: Servo #1: This cheap option half torque I need. Servo #2: This torque project requires, much expensive two servo #1. Can I hook two servo #1 end rod move synchronized? I spare extra pins microprocessor I using; isn't issue. I know hooking two together increase torque, I don't want 75% torque I want situation. Also, I don't care I 98% torque ""goal"" extra weight (which probably won't happen) I don't want to, like I said earlier, 70, 80, 90% ""target goal"" torque possible. Any help appreciated. Thanks advance.",motor rcservo
940,How I convert link parameters angles (in kinematics) transformation matrices programming logic?,"I'm robotics research undergraduate, I understand conceptual math part; however, comes actually implementing code calculate forward kinematics robot, I stuck. I'm getting way book websites I've found explain it. I would like calculate X-Y-Z angles given link parameters (Denavit-Hartenberg parameters), following: $$\begin{array}{ccc} \bf{i} & \bf{\alpha_i-1} & \bf{a_i-1} & \bf{d_i} & \bf{\theta_i}\\ \\ 1 & 0 & 0 & 0 & \theta_1\\ 2 & -90^{\circ} & 0 & 0 & \theta_2\\ 3 & 0 & a_2 & d_3 & \theta_3\\ 4 & -90^{\circ} & a_3 & d_4 & \theta_4\\ 5 & 90^{\circ} & 0 & 0 & \theta_5\\ 6 & -90^{\circ} & 0 & 0 & \theta_6\\ \end{array}$$ I don't understand turn table values proper transformation matrices needed get $^0T_N$, Cartesian position rotation last link. From there, I'm hoping I figure X-Y-Z angle(s) reading book, help would appreciated.",kinematics forward-kinematics
946,How I detect edge table?,"I'm new robot making got first arduino play around. I want make robot wander table, last longer I think I could make avoid falling table. What best way make detect edge table I make stop turn around ? It something reliable preferably cheap. It also better I don't need add extra stuff table I use surface (my first idea draw path lines table make line follower robot, I don't like idea much).",sensors
948,What opposite 'Antagonistic'?,"A robotic joint connected two actuators, e.g. air muscles. One flexes joint, extends it. This arrangement called 'antagonistic'. But I electric motor instead air muscles? In case pull one tendon time, it's antagonistic. What arrangement called case? Untagonistic?",motor air-muscle
952,What's efficient way visit every reachable space grid unknown obstacles?,"I'm trying create map obstacles fairly coarse 2D grid space, using exploration. I detect obstacles attempting move one space adjacent space, fails there's obstacle destination space (there concept rangefinding sensor problem). (for example) The process complete reachable squares visited. In words, spaces might completely unreachable even don't obstacles they're surrounded. This expected. In simplest case, I could use DFS algorithm, I'm worried take excessively long time complete — robot spend time backtracking exploring new territory. I expect especially problematic attempting reach unreachable squares, robot exhaust every option. In sophisticated method, proper thing seems Boustrophedon cell decomposition. However, I can't seem find good description Boustrophedon cell decomposition algorithm (that is, complete description simple terms). There resources like one, general one vertical cell decomposition don't offer much insight high-level algorithms low-level data structures involved. How I visit (map) grid efficiently? If exists, I would like algorithm performs better $O(n^2)$ respect total number grid squares (i.e. better $O(n^4)$ $n*n$ grid).",algorithm coverage planning
953,Dropping PWM Ardrone Parrot 2.0,"I issues ARDrone Parrot 2.0 hope someone else may running thing. While hovering, drone (seemingly) randomly losing altitude recovering . It commanded velocity inputs hold altitude. We using drivers ardrone_autonomy (dev_unstable branch) github. We able watch PWM outputs sent motor dropping hover command small value exponentially returning hover value drop occurs. The issue could communication IMU onboard controller software control implementation. Has anyone seen similar problem suggestions test/troubleshoot happening?",ros quadcopter pwm
954,Controlling 12 Servos Arduino Servo library,"I'm using Teensy hardware specifically. I Teensy 2.0 Teensy 3.0, documentation seems like two 16 bit timers available, able control 12 servos. However, I've attached logic analyzer confirmed first 12 servos attached ever function. Is anything special I sketch order convince Servo library allocate second timer servos attached beyond number 12? This works: But this, below, ever shows activity first twelve pins attached: #define NUM_SERVOS 24 Servo servos[NUM_SERVOS]; // teensy 3.0 pins int pin_assignments[NUM_SERVOS] = {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23}; void setup() { for(int = 0; < NUM_SERVOS; i++) { servos[i].attach(pin_assignments[i]) ; } }",arduino rcservo
957,Adhesion heavy wall-climbing robot,I come across number methods developing wall-climbing robots. Suction Chemical Adhesion Gecko like hair adhesion Electroadhesion Which method would best heavy robots (5kg+)? Are methods I missed?,mobile-robot
